id;code;name;first_processing_time;business_processing_time;premium_economy_processing_time;economy_processing_time;first_processing_cost;business_processing_cost;premium_economy_processing_cost;economy_processing_cost;first_loading_cost;business_loading_cost;premium_economy_loading_cost;economy_loading_cost;initial_fc_stock;initial_bc_stock;initial_pe_stock;initial_ec_stock;capacity_fc;capacity_bc;capacity_pe;capacity_ec
effb580f-8ea8-4da9-9629-29f707fa8ebc;ZTDV;Airport ZTDV;43;14;5;4;6.95;5.62;4.69;1.02;3.24;2.77;2.39;1.05;129;176;99;155;535;535;586;692
6fbdc89c-fcd3-4669-9be8-eb690d7fb6d0;TRVD;Airport TRVD;48;25;9;5;6.17;4.8;3.74;1.59;3.01;2.83;2.05;1.34;184;129;120;295;407;407;544;1379
a6bd30e4-734d-4d68-81c0-a89438b98ad1;LWYG;Airport LWYG;23;17;12;4;7.4;5.04;3.98;1.4;3.41;2.85;1.91;1.9;134;192;204;377;373;373;620;1856
726fb7cc-2564-4a16-a8bb-058dc58abd56;TSZU;Airport TSZU;40;35;8;5;7.17;5.96;4.9;1.23;3.11;2.52;2.34;1.07;92;158;103;181;457;457;315;1208
ddf31241-f39c-42c7-8ec2-0b07fb312dc8;LUUC;Airport LUUC;48;30;10;5;5.49;5.06;4.12;1.78;3.48;2.42;2.4;1.62;138;171;131;312;711;711;453;777
f267a7eb-cf07-4249-b51a-59016f4be578;JIIT;Airport JIIT;41;24;14;5;7.62;6.54;4.99;1.32;2.56;2.45;1.99;1.79;100;177;131;226;641;641;557;932
8774a3e5-c665-43df-a95b-b684ac4619de;VUWF;Airport VUWF;38;23;14;5;7.93;6.62;3.81;1.54;3.23;2.95;1.8;1.76;110;219;153;163;499;499;489;1624
d5fca73b-8121-4ed8-ac5b-4e5b26ae756f;LYRP;Airport LYRP;32;23;22;5;7.4;6.62;4.28;1.84;2.82;2.72;1.87;1.48;175;170;116;126;409;409;392;944
404b23b7-45e2-46a9-8ed8-21a8c68f9059;SXVV;Airport SXVV;46;28;16;5;6.58;5.2;3.92;1.72;3.42;2.48;2.09;1.1;156;182;139;187;421;421;462;1585
2fff1451-0ea7-4c8c-98b4-d679b606a6d3;UAJD;Airport UAJD;40;32;24;5;6.39;4.35;3.72;1.96;2.68;2.65;2.43;1.78;156;135;104;91;300;300;353;634
32a73d88-494c-4174-a6d2-7f4059625589;MAYC;Airport MAYC;43;32;12;5;6.9;5.98;4.31;1.89;2.63;2.29;1.65;1.64;114;204;165;212;443;443;496;1948
6b93c174-a037-448b-8920-8118006e52bb;YTYO;Airport YTYO;33;23;19;6;7.21;5.84;3.56;1.53;3.17;2.4;2.09;1.97;155;153;168;407;358;358;605;1689
feb30a83-c40b-4b10-9e59-24b4aa14aaba;EGXJ;Airport EGXJ;48;35;14;4;7.35;5.67;3.8;1.11;3.47;2.73;2.44;1.78;112;164;134;299;392;392;552;1730
efb5c496-5e8d-4a0b-9e71-1795be31ba72;FYUV;Airport FYUV;36;31;20;6;6.21;4.85;3.51;1.31;3.26;2.52;2.12;1.4;144;180;116;346;409;409;424;1483
d8332fbf-0574-46ad-8395-fa0788f73d28;GPFM;Airport GPFM;26;23;21;4;6.89;6.21;4.4;1.25;3.43;1.97;1.9;1.15;88;174;217;394;499;499;469;1871
4a13703e-16a7-45b5-a268-ab59a7e3fda0;NQRK;Airport NQRK;34;33;22;4;6.79;5.3;4.55;1.96;3.21;2.94;2.47;1.91;172;147;181;296;465;465;457;859
b8e5a840-58ff-4c2b-87b8-6d37d33ace04;SDDN;Airport SDDN;37;30;22;4;6.55;5.06;4.23;1.71;3.37;2.57;2.37;1.21;100;201;140;188;528;528;351;1619
e3e82045-c84d-4b8f-b19c-98ee8271d220;CHCC;Airport CHCC;35;29;15;6;6.4;5.1;4.85;1.21;3.16;2.91;2.12;1.7;105;189;125;352;402;402;421;1116
d1c84a3f-e3bc-4eb0-938b-9e0256d94d72;JLUH;Airport JLUH;30;24;20;4;7.01;6.6;4.15;1.44;3.4;2.25;2.14;1.78;87;126;77;109;407;407;537;329
ec9f2754-d57e-4f24-acde-dc2644abc50a;LGUH;Airport LGUH;28;11;8;4;7.1;5.27;4.29;1.72;3.01;1.98;1.77;1.28;182;172;112;180;448;448;293;1655
caa09236-5145-4942-a81b-99dff0265d36;UAAG;Airport UAAG;38;16;10;6;6.86;5.76;4.29;1.35;2.83;2.25;2.11;1.04;163;76;117;108;235;235;397;1089
